ID	Fixed.Calls	Duration	Mobile	International	Broadband	DurationHL	Cluster
C186800	531.396579	33143.00512	23.322789	8.336175	107.725587	High	4
C187000	370.798457	41138.24146	156.855622	0	251.525409	High	4
C187300	307.044591	35692.4055	9.999366	6.704352	10.854154	High	4
C188600	312.369295	18197.71979	67.00745	8.808272	0	High	4
C189500	502.636914	36453.1063	359.396507	0	331.807948	High	4
C190200	303.142114	34437.59903	84.310425	0	7.546015	High	4
C190500	304.97548	32011.4093	8.163502	21.437462	0	High	4
C190800	173.163744	28052.14228	38.363041	74.041767	79.801496	High	4
C192000	550.130204	77869.28415	411.421398	0	247.742177	High	4
C192400	461.715208	37086.56572	9.912279	30.170165	0	High	4
C194500	279.765104	20082.74303	11.15793	33.11508	0	High	4
C194600	523.360204	44537.15261	5.161096	11.770762	157.83819	High	4
C195300	733.240723	31467.91804	116.251702	9.164297	4.648249	High	4
C195900	301.216211	21279.49266	38.863626	11.633853	6.3564	High	4
C196100	379.096381	46503.85475	5.307698	21.093392	0	High	4
C199100	535.735774	23789.28895	1.532273	35.853525	0	High	4
C199300	289.293506	18133.63907	0.783103	31.184763	79.625392	High	4
C200200	258.41971	26679.77509	6.060673	21.444657	0	High	4
C200400	494.169946	38350.06582	121.61049	11.741501	0	High	4
C200500	330.196791	52100.28755	82.787261	0	330.893949	High	4
C200700	213.525226	27197.76992	0	0	64.365149	High	4
C201500	283.789462	32459.05573	59.643928	14.26924	0.039859	High	4
C205400	306.35748	16542.95572	24.342826	8.72763	38.381999	High	4
C205600	340.331434	27507.33076	32.098628	16.299894	0	High	4
C207000	508.353655	30565.76028	149.554172	41.124043	11.516672	High	4
C207300	272.224799	29382.1273	124.697226	16.538373	270.973358	High	4
C210300	402.093816	34205.74567	97.901916	35.450873	333.828959	High	4
C211800	268.192505	25554.49827	28.315137	12.042231	0	High	4
C212000	264.754845	23524.337	10.193753	0	423.318406	High	4
C212300	391.662774	37210.83973	5.770504	15.26925	0	High	4
C212500	299.637506	21789.46956	1.809119	6.054837	0	High	4
C212700	617.144297	35713.57942	349.191839	0	1153.381861	High	4
C213000	323.599287	22391.46858	9.029738	6.909973	0	High	4
C213800	317.314269	29785.23227	70.291837	32.207908	1827.373277	High	4
C215000	293.702439	30561.81205	95.456	14.969812	0	High	4
C215500	363.904565	29689.30744	43.520757	9.411762	0	High	4
C218500	469.010835	28530.84026	22.533973	0	1117.625499	High	4
C219800	143.50101	37187.1729	42.520243	0	3497.274003	High	4
C220000	264.527315	57598.17864	192.692469	0	2324.431982	High	4
C220400	366.128003	27539.31715	43.262591	0	329.618897	High	4
C221500	477.082843	26115.49253	214.751085	0	10.454227	High	4
C222100	725.322838	39405.44073	60.692582	41.940269	0	High	4
C222900	304.627586	18104.48559	44.26719	0	1442.208146	High	4
C223100	317.507226	14426.87916	115.122265	14.766572	0	High	4
C224000	324.911992	20443.82527	3.899064	5.069335	0	High	4
C224500	281.599758	46553.83938	256.425537	28.138799	0	High	4
C225200	824.323825	39550.19423	24.025347	12.259074	80.890163	High	4
C225700	669.180066	60469.98558	248.029639	0	0	High	4
C225800	304.533472	32836.94887	124.236045	0	916.178205	High	4
C226500	310.899182	32791.21445	31.014006	0	163.95951	High	4
C228100	355.211448	22765.66306	66.611322	33.079144	0	High	4
C228300	168.667981	37262.20216	2.050973	10.102729	0	High	4
C240000	300.186799	29853.30361	1.652288	56.019313	0	High	4
C248000	276.793226	41219.34655	20.851351	7.502951	3941.636622	High	4
C266000	601.261743	42961.79293	136.228253	0	261.644644	High	4
C286000	359.150007	36328.46686	127.172363	18.115442	91.05393	High	4
C287000	203.044421	38527.35778	69.275354	24.79694	101.003939	High	4
C295000	332.750991	26716.81218	11.996724	9.486728	0	High	4
C299000	379.021638	36726.00881	3.106264	14.436948	0	High	4
C311000	697.453289	50955.88376	80.084186	39.799771	174.20215	High	4
C315000	333.73889	56360.07154	0.910669	5.219536	0	High	4
C319000	432.631621	37488.95544	0.816877	39.393065	0	High	4
C321000	272.672495	24297.97571	11.959613	21.21436	0.286987	High	4
C322000	338.881791	24249.92759	1.992157	11.239678	32.290423	High	4
C326000	367.122575	30776.57496	2.611619	8.077451	0	High	4
C328000	266.841832	29520.82495	2.293548	34.556206	0	High	4
C333000	268.223488	21625.45755	3.118036	24.355064	0	High	4
C341000	357.07667	22066.63212	59.579679	42.850663	0	High	4
C342000	334.686153	16599.3532	121.419338	0	429.614363	High	4
C346000	323.279247	32691.14823	16.039009	94.408221	0	High	4
C350000	410.166194	29114.47982	2.232043	15.163641	84.242287	High	4
C352000	456.77105	41304.39403	192.073449	40.571895	42.091801	High	4
C353000	373.040319	35017.10474	33.392692	16.874809	0	High	4
C356000	325.050011	25509.02434	98.286632	39.927233	0	High	4
C359000	211.085632	29188.28744	71.843268	0	187.274894	High	4
C361000	294.771111	24364.35068	3.677086	7.766342	0	High	4
C369000	293.311439	23604.32205	17.112553	9.765036	0	High	4
C374000	315.2018	46076.08978	51.507188	15.636848	0	High	4
C384000	353.969596	27948.00246	73.398255	0	809.144797	High	4
C391000	585.415925	49153.86022	5.366457	60.631202	0	High	4
C395000	333.925854	33359.71497	28.811326	14.850281	0	High	4
C397000	604.709594	72355.02253	29.288493	18.715474	0	High	4
C413000	310.525147	34214.48001	53.692098	15.790701	0	High	4
C417000	588.877453	71016.73401	44.307679	0	422.737459	High	4
C418000	316.924774	19592.44282	0.311142	21.157195	28.676779	High	4
C426000	420.835054	23849.83486	5.195708	12.924083	0	High	4
C427000	306.031013	16922.07361	55.027596	65.182831	0	High	4
C438000	266.815119	30616.18787	20.830913	7.784622	0	High	4
C454000	347.402792	25895.59262	114.877809	11.759048	537.532371	High	4
C455000	1116.269404	125687.4415	40.603471	37.159833	0	High	4
C462000	296.288763	20106.60755	1.367263	12.773136	0	High	4
C476000	261.061256	24855.85165	21.433507	5.626135	0	High	4
C479000	310.264727	25839.20196	8.382672	47.507514	0.318455	High	4
C482000	312.464746	18409.56415	60.446148	13.96058	68.766729	High	4
C487000	404.303013	22058.55224	2.112957	15.125785	0	High	4
C488000	361.943097	39233.36341	208.487785	43.839085	0	High	4
C489000	161.316332	44951.05275	2.605196	0	1597.064575	High	4
C494000	514.005294	32573.53678	13.969154	43.273466	0	High	4
C495000	293.79141	24211.63616	47.599637	29.100392	7.050293	High	4
C501000	416.325125	32726.49154	13.62514	65.803067	342.74944	High	4
C503000	306.949003	37727.1678	1.698903	22.959803	0	High	4
C504000	381.325268	39986.21067	7.62463	7.452851	0	High	4
C518000	1119.94288	94767.2338	119.830867	35.521727	0	High	4
C522000	422.294903	24485.93034	65.123145	21.175612	0.312928	High	4
C531000	269.374009	19788.13118	7.911567	22.552367	0	High	4
C532000	408.745852	31931.20299	34.310011	12.213509	60.094286	High	4
C535000	357.087013	36460.09622	118.168217	64.903484	0	High	4
C541000	585.454498	29182.67216	1.855401	6.041485	0	High	4
C542000	300.226583	17166.65775	4.473047	19.378182	0	High	4
C543000	270.127156	53642.49	207.393509	10.714324	351.137387	High	4
C553000	405.156348	28468.10396	51.309383	19.579336	0.55344	High	4
C562000	477.697958	55073.95075	40.791737	0	0.642326	High	4
C567000	225.381394	28724.21886	36.104485	7.292144	25.166826	High	4
C572000	402.777449	18899.22022	21.933375	18.636497	0	High	4
C574000	628.69253	49846.84603	11.372687	7.997357	0	High	4
C583000	283.797737	33845.93584	20.338819	0	112.369631	High	4
C584000	256.193978	24299.8009	18.38885	5.93656	171.041756	High	4
C588000	312.1789	24209.50548	32.817636	13.432502	0	High	4
C596000	301.465548	19364.80743	23.017784	0	0	High	4
C604000	332.499045	21314.50101	49.071155	0	0	High	4
C606000	352.776721	13692.24571	7.024012	0	2436.114608	High	4
C608000	240.880768	34741.7458	3.572083	13.946198	144.048958	High	4
C610000	399.304214	26541.41949	115.003916	0	585.390778	High	4
C621000	376.26037	43008.34438	263.965517	27.939691	1659.554465	High	4
C622000	304.666066	28585.25587	10.069606	27.705442	0	High	4
C625000	447.605038	37240.32417	151.680455	15.83028	0	High	4
C630000	515.064942	42017.16512	143.793043	94.167488	104.139881	High	4
C636000	299.09077	61868.44574	80.57594	59.454869	0	High	4
C640000	263.795033	26202.57293	11.202814	66.314516	0	High	4
C646000	283.399264	20750.58125	76.901576	17.477205	0	High	4
C651000	494.453147	54893.97094	3.915999	33.57381	62.0767	High	4
C655000	393.386123	30342.12555	1.850993	10.443319	0	High	4
C660000	283.065714	23939.43245	9.232756	6.446364	0	High	4
C664000	441.359881	37601.17608	2.089068	7.501749	0	High	4
C673000	475.99342	44268.05317	36.539185	0	109.716107	High	4
C677000	241.816382	23307.65975	93.94346	9.311583	80.693573	High	4
C680000	346.856898	20797.76434	1.987846	49.551023	0	High	4
C681000	269.168654	29510.88952	9.079358	11.939603	0	High	4
C683000	612.569582	56128.22016	1.805277	7.358499	23.709439	High	4
C685000	312.82326	36626.15156	36.629279	9.477394	0	High	4
C693000	765.714183	194720.6824	615.313813	0	0	High	4
C704000	241.446107	28576.23753	68.467064	48.420296	0	High	4
C706000	246.714045	26407.72909	25.381011	33.284392	0	High	4
C711000	368.855888	39417.26772	28.942989	69.719314	0	High	4
C724000	378.135128	26405.97127	27.522734	34.161675	0	High	4
C725000	281.873363	22088.77727	6.469428	46.00714	3.896877	High	4
C740000	334.211907	33263.97711	0.801896	15.13221	0	High	4
C743000	317.45236	21153.52235	40.340981	38.908755	0	High	4
C745000	316.647441	17253.73434	2.918711	19.208167	17.411574	High	4
C753000	460.731	36394.39444	33.996674	12.36937	1.065386	High	4
C756000	865.998362	63569.61568	134.045249	65.065179	0	High	4
C773000	294.141547	25038.84555	25.051708	70.863336	0	High	4
C782000	250.246824	21906.15015	118.823656	64.435958	1.136956	High	4
C784000	326.368048	28841.3506	2.768693	13.125686	0	High	4
C794000	294.472484	21714.17215	75.989446	20.792961	94.317652	High	4
C797000	393.561861	41202.8425	11.393047	21.327012	0	High	4
C802000	442.780153	54295.7939	1.153467	8.529689	0	High	4
C813000	341.716317	28886.14907	10.573258	10.853296	46.902225	High	4
C815000	302.637313	17931.6435	86.186759	19.413776	0	High	4
C817000	401.469735	44475.75098	8.030229	41.94577	0	High	4
C824000	368.862316	19587.29042	14.765263	30.149202	0	High	4
C826000	381.883127	30001.91257	10.899154	18.606544	0	High	4
C832000	319.783341	21062.65809	0	6.740857	29.986369	High	4
C841000	265.835814	26284.5734	6.668075	31.018979	0	High	4
C844000	497.681133	44141.51067	0.306982	6.88643	0	High	4
C849000	366.474027	26404.88927	92.154507	30.984451	0.352253	High	4
C851000	312.896074	27412.53497	23.121188	13.976402	0	High	4
C856000	297.578678	36251.99065	40.838403	0	1.90569	High	4
C860000	283.506653	25835.54988	149.123285	0	75.084106	High	4
C865000	254.140023	24974.67313	36.744784	81.609643	0	High	4
C871000	297.856679	35898.15612	170.177425	20.286856	0	High	4
C877000	306.191303	35243.55356	194.103219	61.238055	3.781484	High	4
C883000	243.153927	33537.12037	23.112136	6.883135	0	High	4
C889000	324.541825	18193.26835	17.432652	10.476765	0	High	4
C902000	423.519704	31840.28017	177.766408	11.560452	41.012184	High	4
C903000	364.167091	18133.99601	12.670659	33.325959	0	High	4
C908000	235.354485	35307.92365	117.572481	73.680454	0	High	4
C918000	426.42309	35819.59764	221.139988	48.39007	0	High	4
C926000	268.869205	33992.08344	30.719004	7.374829	337.17164	High	4
C936000	275.688315	17264.16552	32.815224	36.291249	2.245591	High	4
C940000	303.709253	31574.19332	9.936716	61.056521	0	High	4
C947000	478.595668	59823.00773	0.151183	11.879453	241.356096	High	4
C949000	325.620804	30528.19217	6.804753	29.277544	0	High	4
C950000	636.689643	34697.09904	278.993264	28.555805	237.701064	High	4
C953000	373.633288	30734.08891	18.114668	10.297347	28.766328	High	4
C959000	251.168609	24923.49462	15.076989	10.773265	0	High	4
C965000	257.23904	24777.86778	30.749072	15.472088	0	High	4
C974000	355.554149	26933.15342	1.440369	6.306682	36.176708	High	4
C980000	333.919313	12927.33251	139.679365	0	907.120411	High	4
C984000	298.889486	34391.87168	152.477047	0	2693.25574	High	4
C990000	448.452328	25669.19885	110.154684	80.350794	0	High	4
C998000	310.689047	36938.81681	83.87848	67.677106	0	High	4
